Slowo;Definicja;Synonimy;AudioE;AudioP;Obrazy;Rozdzial
silencer;tłumik;Synonimy: muffler, damper, suppressor;[sound:quizlet-16914807985-front.mp3];[sound:quizlet-16914807985-back.mp3];"<img src=""quizlet-DfuQvEJip.0Sb3.LYEiF6A.jpg"">";Instalacje techniczne
silicon;krzem;;[sound:quizlet-16914807986-front.mp3];[sound:quizlet-16914807986-back.mp3];"<img src=""quizlet-IndKNlYM4Y4SnYcsWPm3iA.png"">";Materiały budowlane
silicone;silikon;;[sound:quizlet-16914807987-front.mp3];[sound:quizlet-16914807987-back.mp3];"<img src=""quizlet-BiKL9.rrPdlLSoL232gEkQ.jpg"">";Materiały budowlane
sill;próg;Synonimy: threshold, doorstep;[sound:quizlet-16914807988-front.mp3];[sound:quizlet-16914807988-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_214376901_200115_1152_26.jpg'>;Wykończenia i detale
sill of frame;parapet;Synonimy: rail, stool, window-sill;[sound:quizlet-16914807989-front.mp3];[sound:quizlet-16914807989-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076305_200115_1141_38.jpg'>;Wykończenia i detale
sill plate;podwalina;;[sound:quizlet-16914807990-front.mp3];[sound:quizlet-16914807990-back.mp3];"<img src=""quizlet-ZqlWNJ.Z15hbOfH5EXIM9Q.jpg"">";Elementy konstrukcyjne
sill rail;belka podokienna;;[sound:quizlet-16914807991-front.mp3];[sound:quizlet-16914807991-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076307_200115_1257_08.jpg'>;Elementy konstrukcyjne
sima;sima;;[sound:quizlet-16914807992-front.mp3];[sound:quizlet-16914807992-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076308_191228_1553_42.jpg'>;Elementy konstrukcyjne
sitting-room;pokój dzienny;Synonimy: living-room;[sound:quizlet-16914807993-front.mp3];[sound:quizlet-16914807993-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076309_200115_1314_08.jpg'>;Wyposażenie i wnętrza
skirting board;listwa przypodłogowa;;[sound:quizlet-16914807994-front.mp3];[sound:quizlet-16914807994-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076310_200219_1834_15.jpg'>;Wykończenia i detale
skirting trunking;listwy przypodłogowe;;[sound:quizlet-16914807995-front.mp3];[sound:quizlet-16914807995-back.mp3];"<img src=""quizlet-zG-EcTaQ68popIbs6qkvRQ.png"">";Wykończenia i detale
skylight;świetlik;;[sound:quizlet-16914807996-front.mp3];[sound:quizlet-16914807996-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076311_200115_1316_44.jpg'>;Wykończenia i detale
skyscraper;drapacz chmur;;[sound:quizlet-16914807997-front.mp3];[sound:quizlet-16914807997-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076312_200115_1353_04.jpg'>;Budynki
slag;żużel;;[sound:quizlet-16914807998-front.mp3];[sound:quizlet-16914807998-back.mp3];"<img src=""quizlet-UAG8-g8B9LT9drBwXKPstA.jpg"">";Materiały budowlane
slat;listwa;Synonimy: bar, lath, batten;[sound:quizlet-16914807999-front.mp3];[sound:quizlet-16914807999-back.mp3];"<img src=""quizlet-YA-Duw.Pk7TadymUIx8Pvw.png"">";Elementy konstrukcyjne
sliding door;drzwi rozsuwane;;[sound:quizlet-16914808000-front.mp3];[sound:quizlet-16914808000-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076313_200115_1145_22.jpg'>;Wykończenia i detale
sliding folding window;okno przesuwne składane;;[sound:quizlet-16914808001-front.mp3];[sound:quizlet-16914808001-back.mp3];"<img src=""quizlet-TIV3SQ8BKfmyuBlxEUuXIQ.jpg"">";Wykończenia i detale
sliding window;okno przesuwne poziomo;;[sound:quizlet-16914808002-front.mp3];[sound:quizlet-16914808002-back.mp3];"<img src=""quizlet-5ko.Y7SOKtj4ZpbnlWMVww.jpg"">";Wykończenia i detale
slope;nachylenie;Synonimy: tilt, lean, slant;[sound:quizlet-16914808003-front.mp3];[sound:quizlet-16914808003-back.mp3];"<img src=""quizlet-IrJcAZawc12Kzf4LaGQo2A.jpg"">";Elementy konstrukcyjne
sloped turret;hełm wieżyczkowy;;[sound:quizlet-16914808004-front.mp3];[sound:quizlet-16914808004-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076316_200115_1359_11.jpg'>;Elementy konstrukcyjne
sloping cornice;gzyms wieńczy;Synonimy: rake;[sound:quizlet-16914808005-front.mp3];[sound:quizlet-16914808005-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076317_191229_1708_16.jpg'>;Elementy konstrukcyjne
sludge;osad;Synonimy: precipitate, sediment, residue;[sound:quizlet-16914808006-front.mp3];[sound:quizlet-16914808006-back.mp3];"<img src=""quizlet-ae6T0DwO5cJ.nn2Z4qhXDQ.jpg"">";Materiały budowlane
small detached house;willa;Synonimy: villa, residence;[sound:quizlet-16914808007-front.mp3];[sound:quizlet-16914808007-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076318_200115_1344_57.jpg'>;Budynki
smoothing;wygładzanie;;[sound:quizlet-16914808008-front.mp3];[sound:quizlet-16914808008-back.mp3];"<img src=""quizlet-pFGsHcxX-jn58TamCvpN7w.jpg"">";Proces budowlany
sodium;sód;;[sound:quizlet-16914808009-front.mp3];[sound:quizlet-16914808009-back.mp3];"<img src=""quizlet-tcObVpvwe4U4cjcREEjoBg.png"">";Materiały budowlane
solder;lutować;;[sound:quizlet-16914808010-front.mp3];[sound:quizlet-16914808010-back.mp3];"<img src=""quizlet-L4tlM5FydqyuohQeLi9HmQ.jpg"">";Proces budowlany
soldering;lutowanie;;[sound:quizlet-16914808011-front.mp3];[sound:quizlet-16914808011-back.mp3];"<img src=""quizlet-L4tlM5FydqyuohQeLi9HmQ.jpg"">";Proces budowlany
soldering iron;lutownica;;[sound:quizlet-16914808012-front.mp3];[sound:quizlet-16914808012-back.mp3];"<img src=""quizlet-LygeF6Y0oT0znwxrJ6HzmQ.jpg"">";Narzędzia i sprzęt
soluble;rozpuszczalny;Synonimy: dissolvable, solvable, dissoluble;[sound:quizlet-16914808013-front.mp3];[sound:quizlet-16914808013-back.mp3];"<img src=""quizlet-b-PbeTgRUW_XJ8doPu83iQ.jpg"">";Materiały budowlane
solvent;rozpuszczalnik;Synonimy: diluent, dissolvent, resolvent;[sound:quizlet-16914808014-front.mp3];[sound:quizlet-16914808014-back.mp3];"<img src=""quizlet-hU3Y3Yobm9NzrLDKG_J_4g.jpg"">";Materiały budowlane
spandrel;pachwina łuku;;[sound:quizlet-16914808015-front.mp3];[sound:quizlet-16914808015-back.mp3];"<img src=""quizlet-yxLCO4X1WHLxvD-tCWDfag.png"">";Elementy konstrukcyjne
splay;uskok/faza;;[sound:quizlet-16914808016-front.mp3];[sound:quizlet-16914808016-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076320_191229_1747_30.jpg'>;Elementy konstrukcyjne
springer;nasada łuku;;[sound:quizlet-16914808017-front.mp3];[sound:quizlet-16914808017-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076321_191229_1734_31.jpg'>;Elementy konstrukcyjne
stabiliser;stabilizator;;[sound:quizlet-16914808018-front.mp3];[sound:quizlet-16914808018-back.mp3];"<img src=""quizlet-.PFRoExt.UHsKp-AAHPbog.jpg"">";Elementy konstrukcyjne
stability;stabilność;;[sound:quizlet-16914808019-front.mp3];[sound:quizlet-16914808019-back.mp3];"<img src=""quizlet-04I_FrWJM0WWilCk6-JVnA.jpg"">";Elementy konstrukcyjne
stable;stabilny;;[sound:quizlet-16914808020-front.mp3];[sound:quizlet-16914808020-back.mp3];"<img src=""quizlet-E9raZCrqVSQP.Sx9QvDRGQ.jpg"">";Elementy konstrukcyjne
stadium;stadion;;[sound:quizlet-16914808021-front.mp3];[sound:quizlet-16914808021-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076322_200115_1347_38.jpg'>;Budynki
stage;scena;;[sound:quizlet-16914808022-front.mp3];[sound:quizlet-16914808022-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076323_200115_1340_39.jpg'>;Budynki
stained glass;witraż;;[sound:quizlet-16914808023-front.mp3];[sound:quizlet-16914808023-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076324_191229_1743_54.jpg'>;Style, ornamenty, sztuka i historia
staircase;klatka schodowa;Synonimy: stairway, stairwell;[sound:quizlet-16914808024-front.mp3];[sound:quizlet-16914808024-back.mp3];"<img src=""quizlet-aEh2iefhHN4kydq7Pzxwzw.jpg"">";Elementy konstrukcyjne
stairs;schody;;[sound:quizlet-16914808025-front.mp3];[sound:quizlet-16914808025-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076325_200115_1316_08.jpg'>;Elementy konstrukcyjne
staple;zszywka;;[sound:quizlet-16914808026-front.mp3];[sound:quizlet-16914808026-back.mp3];"<img src=""quizlet-dJ6Zyz1rcfjKMv8avr8k9Q.jpg"">";Elementy konstrukcyjne
steel;stal;;[sound:quizlet-16914808027-front.mp3];[sound:quizlet-16914808027-back.mp3];"<img src=""quizlet-acibXxe0GhnQslb028pG.Q.jpg"">";Materiały budowlane
stile tongue of sash;listwa uszczelniająca;;[sound:quizlet-16914808028-front.mp3];[sound:quizlet-16914808028-back.mp3];"<img src=""stile tongue of sash.jpg"">";Wykończenia i detale
stilted;(łuk) podwyższony;;[sound:quizlet-16914808029-front.mp3];[sound:quizlet-16914808029-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076327_191229_1739_22.jpg'>;Elementy konstrukcyjne
stockade;palisada;;[sound:quizlet-16914808030-front.mp3];[sound:quizlet-16914808030-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076328_200114_1644_15.jpg'>;Budynki
stone steps;kamienne schody;;[sound:quizlet-16914808031-front.mp3];[sound:quizlet-16914808031-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076329_200115_1308_14.jpg'>;Elementy konstrukcyjne
stonemason;kamieniarz;;[sound:quizlet-16914808032-front.mp3];[sound:quizlet-16914808032-back.mp3];"<img src=""quizlet-m5Jd.zEvdcHXp0a1GQA1Iw.jpg"">";Zarządzanie projektem, bezpieczeństwo i przepisy
straw hut;szałas;;[sound:quizlet-16914797759-front.mp3];[sound:quizlet-16914797759-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077261_191228_1543_01.jpg'>;Budynki
structural analysis;analiza strukturalna;;[sound:quizlet-16914808033-front.mp3];[sound:quizlet-16914808033-back.mp3];"<img src=""structural analysis.jpg"">";Proces budowlany
structure;struktura;;[sound:quizlet-16914808034-front.mp3];[sound:quizlet-16914808034-back.mp3];"<img src=""quizlet-flmTq9XE4JQp6-glBxY2NA.png"">";Elementy konstrukcyjne
strut;rozpórka;;[sound:quizlet-16914808035-front.mp3];[sound:quizlet-16914808035-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076330_200115_1205_25.jpg'>;Elementy konstrukcyjne
stud;słupek;;[sound:quizlet-16914808036-front.mp3];[sound:quizlet-16914808036-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076331_200115_1256_31.jpg'>;Elementy konstrukcyjne
stylobate;stylobat;;[sound:quizlet-16914808037-front.mp3];[sound:quizlet-16914808037-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076332_191228_1557_41.jpg'>;Elementy konstrukcyjne
subduction;subdukcja;;[sound:quizlet-16914808039-front.mp3];[sound:quizlet-16914808039-back.mp3];"<img src=""quizlet-polmraxs2iHh-yCEsW5R3g.jpg"">";Planowanie urbanistyczne, architektura krajobrazu, infrastruktura i inżynieria lądowa
subfloor;ślepa podłoga;;[sound:quizlet-16914808040-front.mp3];[sound:quizlet-16914808040-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076333_200115_1258_26.jpg'>;Elementy konstrukcyjne
subsoil;podłoże;Synonimy: substratum, basis, base;[sound:quizlet-16914808041-front.mp3];[sound:quizlet-16914808041-back.mp3];"<img src=""quizlet-8Bs850pG0zRw3s7F4Dkdog.jpg"">";Planowanie urbanistyczne, architektura krajobrazu, infrastruktura i inżynieria lądowa
suburb;przedmieście;;[sound:quizlet-16914808042-front.mp3];[sound:quizlet-16914808042-back.mp3];"<img src=""quizlet-eaQ-UviT9xs0UAVgNybCVQ.jpg"">";Planowanie urbanistyczne, architektura krajobrazu, infrastruktura i inżynieria lądowa
sulphate;siarczan;;[sound:quizlet-16914808043-front.mp3];[sound:quizlet-16914808043-back.mp3];"<img src=""quizlet-QeD-ZMx-Bl6Y77NehSlF9A.jpg"">";Materiały budowlane
suspended ceiling;podwieszany sufit;;[sound:quizlet-16914808044-front.mp3];[sound:quizlet-16914808044-back.mp3];"<img src=""quizlet-BEzygM-kxuhVqeJaXGD2KA.png"">";Wykończenia i detale
suspension;zawieszenie;;[sound:quizlet-16914808045-front.mp3];[sound:quizlet-16914808045-back.mp3];"<img src=""quizlet-mpAbVOKhBnYmCJBHvFAEHA.png"">";Elementy konstrukcyjne
tablinum;tablinum;;[sound:quizlet-16914808046-front.mp3];[sound:quizlet-16914808046-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076084_191229_1716_39.jpg'>;Budynki
tacky;lepki;Synonimy: sticky, viscous, adhesive;[sound:quizlet-16914808047-front.mp3];[sound:quizlet-16914808047-back.mp3];"<img src=""quizlet-ySxnWjb-ZBgq5hSVh9SVeQ.jpg"">";Materiały budowlane
tenement;kamienica;Synonimy: tenement house;[sound:quizlet-16914808048-front.mp3];[sound:quizlet-16914808048-back.mp3];"<img src=""quizlet-bJgQ9ppLuCAiSaUnvUM4nQ.jpg"">";Budynki
tension;napięcie;Synonimy: tense;[sound:quizlet-16914808049-front.mp3];[sound:quizlet-16914808049-back.mp3];"<img src=""quizlet-YD-gOBa5Hbk0gGOH0aBZBg.jpg"">";Elementy konstrukcyjne
tepee;tipi;;[sound:quizlet-16914808050-front.mp3];[sound:quizlet-16914808050-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076085_191228_1543_42.jpg'>;Budynki
terraced houses;domy szeregowe;;[sound:quizlet-16914808051-front.mp3];[sound:quizlet-16914808051-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076086_200115_1343_45.jpg'>;Budynki
terreplein;ławka strzelecka;;[sound:quizlet-16914808052-front.mp3];[sound:quizlet-16914808052-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076087_200114_1629_21.jpg'>;Budynki
thrust;nacisk;Synonimy: emphasis, pressure, push;[sound:quizlet-16914808054-front.mp3];[sound:quizlet-16914808054-back.mp3];"<img src=""quizlet-wfp2HEMK2xT4EyMEViF1TA.png"">";Elementy konstrukcyjne
tie;wiązanie;Synonimy: bonding;[sound:quizlet-16914808055-front.mp3];[sound:quizlet-16914808055-back.mp3];"<img src=""quizlet-ch-n-VwHQQ9uI5qi5iu9XQ.jpg"">";Elementy konstrukcyjne
tie beam;kalenica;;[sound:quizlet-16914808056-front.mp3];[sound:quizlet-16914808056-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076089_200115_1301_26.jpg'>;Elementy konstrukcyjne
tierceron;żebra dzielące wysklepki;;[sound:quizlet-16914808057-front.mp3];[sound:quizlet-16914808057-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076090_200114_1602_48.jpg'>;Elementy konstrukcyjne
timber roof;strop drewniany;;[sound:quizlet-16914808058-front.mp3];[sound:quizlet-16914808058-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076091_191228_1605_45.jpg'>;Elementy konstrukcyjne
timber structure;konstrukcja drewniana;;[sound:quizlet-16914808059-front.mp3];[sound:quizlet-16914808059-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076092_191229_1716_59.jpg'>;Elementy konstrukcyjne
titanium;tytan;;[sound:quizlet-16914808060-front.mp3];[sound:quizlet-16914808060-back.mp3];"<img src=""quizlet-St8OJv-0y8lQLoV0LGhmEQ.png"">";Materiały budowlane
toilet;toaleta;Synonimy: lavatory;[sound:quizlet-16914808061-front.mp3];[sound:quizlet-16914808061-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076093_200115_1313_00.jpg'>;Wyposażenie i wnętrza
tool;narzędzie;;[sound:quizlet-16914808062-front.mp3];[sound:quizlet-16914808062-back.mp3];"<img src=""quizlet-Pu58yTtoktkTdIj65LJpbg.jpg"">";Narzędzia i sprzęt
top rail;ramiak górny;;[sound:quizlet-16914808063-front.mp3];[sound:quizlet-16914808063-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076094_200115_1155_00.jpg'>;Wykończenia i detale
torus;wałek (torus);;[sound:quizlet-16914808064-front.mp3];[sound:quizlet-16914808064-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076095_191228_1551_34.jpg'>;Style, ornamenty, sztuka i historia
toughness;wytrzymałość;Synonimy: strength, endurance, durability;[sound:quizlet-16914808065-front.mp3];[sound:quizlet-16914808065-back.mp3];"<img src=""quizlet-MPkzNIjq3xv9Z19OrFuuTQ.jpg"">";Materiały budowlane
town house;dom miejski;;[sound:quizlet-16914808066-front.mp3];[sound:quizlet-16914808066-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076096_200115_1345_19.jpg'>;Budynki
tracery;maswerk;;[sound:quizlet-16914808067-front.mp3];[sound:quizlet-16914808067-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076097_191229_1743_32.jpg'>;Style, ornamenty, sztuka i historia
traditional dwellings;budownictwo tradycyjne;;[sound:quizlet-16914808068-front.mp3];[sound:quizlet-16914808068-back.mp3];"<img src=""quizlet-D9d6wTX55CGAwqid0lhzqg.jpg"">";Budynki
train station;dworzec kolejowy;Synonimy: railway station;[sound:quizlet-16914808069-front.mp3];[sound:quizlet-16914808069-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076099_200115_1354_07.jpg'>;Planowanie urbanistyczne, architektura krajobrazu, infrastruktura i inżynieria lądowa
transept spire;sygnaturka/transept;;[sound:quizlet-16914808070-front.mp3];[sound:quizlet-16914808070-back.mp3];"<img src=""quizlet-Yb5x1Lmz94Fm7YX2NYVnwQ.jpg"">";Budynki
traverse arch;żebra międzyprzęsłowe;;[sound:quizlet-16914808071-front.mp3];[sound:quizlet-16914808071-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076101_200114_1554_50.jpg'>;Elementy konstrukcyjne
tread;stopnica;;[sound:quizlet-16914808072-front.mp3];[sound:quizlet-16914808072-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076102_200115_1135_54.jpg'>;Elementy konstrukcyjne
trefoil;trójliść;;[sound:quizlet-16914808075-front.mp3];[sound:quizlet-16914808075-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076104_191229_1745_47.jpg'>;Style, ornamenty, sztuka i historia
trefoil arch;łuk trójlistny krzyżowy;;[sound:quizlet-16914808074-front.mp3];[sound:quizlet-16914808074-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076103_191229_1740_31.jpg'>;Elementy konstrukcyjne
triglyph;tryglif;;[sound:quizlet-16914808340-front.mp3];[sound:quizlet-16914808340-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076105_191228_1559_23.jpg'>;Style, ornamenty, sztuka i historia
tudor;(łuk) tudora;;[sound:quizlet-16914808341-front.mp3];[sound:quizlet-16914808341-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076106_191229_1739_46.jpg'>;Elementy konstrukcyjne
turret;wieżyczka;;[sound:quizlet-16914808342-front.mp3];[sound:quizlet-16914808342-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076107_200114_1632_14.jpg'>;Budynki
tympanum;tympanon;;[sound:quizlet-16914808343-front.mp3];[sound:quizlet-16914808343-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076108_191228_1553_23.jpg'>;Elementy konstrukcyjne
underground;metro;Synonimy: subway, tube, metro;[sound:quizlet-16914808344-front.mp3];[sound:quizlet-16914808344-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236075958_200115_1338_30.jpg'>;Planowanie urbanistyczne, architektura krajobrazu, infrastruktura i inżynieria lądowa
valve;zawór;Synonimy: cutout;[sound:quizlet-16914808345-front.mp3];[sound:quizlet-16914808345-back.mp3];"<img src=""quizlet-86U6nZ0I7s7vj0PUST7cSw.jpg"">";Instalacje techniczne
vault;sklepienie gwiaździste krzyżowo żebrowe;;[sound:quizlet-16914808346-front.mp3];[sound:quizlet-16914808346-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236075881_200114_1554_23.jpg'>;Elementy konstrukcyjne
ventilation;wentylacja;;[sound:quizlet-16914808347-front.mp3];[sound:quizlet-16914808347-back.mp3];"<img src=""quizlet-RsXYw7UPdp3NaTG1P8eadg.jpg"">";Instalacje techniczne
ventilator;wentylator;Synonimy: fan;[sound:quizlet-16914808348-front.mp3];[sound:quizlet-16914808348-back.mp3];"<img src=""quizlet-EyKD4LTecQwLY-DSv4eoDQ.jpg"">";Instalacje techniczne
veranda;weranda;Synonimy: porch;[sound:quizlet-16914808349-front.mp3];[sound:quizlet-16914808349-back.mp3];"<img src=""quizlet-k2qUoTqCCuE6xi.8Eol7sw.jpg"">";Budynki
Versailles parquet;parkiet wersalski;;[sound:quizlet-16914808350-front.mp3];[sound:quizlet-16914808350-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236075882_200115_1159_33.jpg'>;Wykończenia i detale
